,Min Delay
33001,Medium Delay
6535,Short Delay
23910,Short Delay
15359,Medium Delay
13446,Long Delay
12807,Medium Delay
6912,Medium Delay
16694,Short Delay
22066,Medium Delay
24415,Short Delay
5324,Medium Delay
13166,Medium Delay
2386,Medium Delay
29954,Medium Delay
24902,Medium Delay
31323,Medium Delay
28983,Short Delay
18678,Short Delay
22025,Medium Delay
35049,Short Delay
25034,Short Delay
19101,Short Delay
28046,Medium Delay
10281,Medium Delay
17641,Short Delay
12759,Short Delay
34434,Short Delay
21857,Short Delay
11928,Medium Delay
10586,Short Delay
21986,Medium Delay
8835,Short Delay
13808,Long Delay
31824,Medium Delay
22333,Medium Delay
11253,Medium Delay
27989,Short Delay
25111,Medium Delay
33788,Short Delay
7034,Medium Delay
5790,Short Delay
32826,Short Delay
29213,Short Delay
23789,Medium Delay
33863,Short Delay
26251,Medium Delay
31886,Short Delay
14316,Short Delay
8169,Short Delay
21610,Medium Delay
34611,Medium Delay
22745,Short Delay
12584,Short Delay
34022,Long Delay
13171,Short Delay
349,Short Delay
12315,Medium Delay
3018,Medium Delay
4554,Long Delay
19226,Short Delay
34493,Medium Delay
2356,Short Delay
9423,Medium Delay
10888,Short Delay
15878,Medium Delay
11399,Short Delay
12099,Medium Delay
17234,Short Delay
12875,Short Delay
2057,Short Delay
9388,Medium Delay
9152,Medium Delay
3781,Short Delay
33919,Short Delay
34920,Short Delay
6824,Medium Delay
14235,Short Delay
25286,Medium Delay
21406,Long Delay
30954,Long Delay
23460,Medium Delay
21460,Medium Delay
19304,Short Delay
5979,Medium Delay
32288,Medium Delay
18000,Short Delay
32940,Medium Delay
23993,Short Delay
28562,Medium Delay
34522,Short Delay
12881,Short Delay
3152,Short Delay
20893,Medium Delay
17230,Long Delay
31166,Short Delay
20983,Medium Delay
17414,Short Delay
4557,Medium Delay
1549,Long Delay
7102,Medium Delay
19346,Medium Delay
25471,Medium Delay
4605,Medium Delay
28492,Short Delay
13594,Short Delay
29898,Short Delay
24332,Long Delay
34927,Medium Delay
15181,Medium Delay
28083,Long Delay
7065,Short Delay
32512,Short Delay
14392,Medium Delay
14037,Short Delay
31607,Long Delay
20231,Medium Delay
34436,Medium Delay
19795,Medium Delay
26334,Medium Delay
35159,Short Delay
15034,Short Delay
1450,Long Delay
26777,Short Delay
10610,Short Delay
25051,Short Delay
22140,Medium Delay
13186,Short Delay
5959,Short Delay
11732,Short Delay
32324,Short Delay
25979,Short Delay
12053,Short Delay
24393,Short Delay
8441,Medium Delay
22933,Short Delay
18579,Short Delay
31863,Long Delay
35210,Short Delay
28563,Short Delay
26781,Short Delay
22838,Long Delay
5831,Short Delay
28145,Short Delay
3888,Short Delay
30850,Medium Delay
33270,Short Delay
13329,Short Delay
29085,Short Delay
30046,Long Delay
19262,Medium Delay
11551,Short Delay
32408,Medium Delay
9958,Long Delay
17326,Medium Delay
20340,Short Delay
30887,Medium Delay
24068,Short Delay
19071,Short Delay
21520,Short Delay
5118,Short Delay
31595,Short Delay
35134,Medium Delay
28058,Medium Delay
20762,Medium Delay
32625,Medium Delay
1681,Medium Delay
25767,Short Delay
27717,Medium Delay
21365,Medium Delay
35196,Short Delay
19695,Short Delay
9103,Short Delay
3590,Medium Delay
4656,Short Delay
22501,Medium Delay
4004,Medium Delay
31122,Medium Delay
17880,Long Delay
31449,Medium Delay
33124,Short Delay
21512,Medium Delay
14523,Long Delay
5348,Long Delay
10683,Short Delay
5186,Medium Delay
14166,Short Delay
11704,Short Delay
30530,Short Delay
2877,Long Delay
11998,Short Delay
15120,Short Delay
17103,Medium Delay
14933,Long Delay
7942,Medium Delay
1056,Long Delay
7307,Short Delay
19879,Short Delay
5779,Short Delay
8461,Medium Delay
1279,Short Delay
24155,Short Delay
10745,Short Delay
12128,Long Delay
14346,Long Delay
35131,Medium Delay
24227,Short Delay
32380,Medium Delay
6897,Short Delay
12233,Short Delay
4446,Medium Delay
30175,Short Delay
29306,Medium Delay
1407,Short Delay
12852,Medium Delay
8054,Short Delay
13337,Medium Delay
10057,Medium Delay
6943,Short Delay
30785,Short Delay
26925,Medium Delay
177,Medium Delay
4182,Short Delay
6618,Short Delay
7998,Long Delay
12134,Medium Delay
16831,Short Delay
32883,Medium Delay
26069,Medium Delay
20041,Long Delay
21016,Medium Delay
1390,Medium Delay
6034,Medium Delay
965,Short Delay
3910,Short Delay
2084,Short Delay
28236,Short Delay
24942,Short Delay
18228,Long Delay
21286,Medium Delay
3657,Medium Delay
33064,Short Delay
29413,Short Delay
7080,Short Delay
4132,Short Delay
22503,Short Delay
19839,Short Delay
32413,Long Delay
10536,Short Delay
17608,Long Delay
32370,Medium Delay
15736,Short Delay
3025,Short Delay
22330,Short Delay
16579,Medium Delay
31035,Medium Delay
35104,Short Delay
34439,Short Delay
31252,Medium Delay
1265,Medium Delay
17654,Short Delay
16218,Short Delay
20477,Short Delay
30881,Short Delay
19759,Medium Delay
17075,Long Delay
21350,Medium Delay
9524,Medium Delay
23765,Long Delay
23438,Short Delay
33556,Short Delay
7873,Short Delay
27231,Medium Delay
19049,Long Delay
34911,Medium Delay
1670,Long Delay
26418,Short Delay
6353,Medium Delay
34442,Medium Delay
23425,Short Delay
24870,Short Delay
9351,Short Delay
29826,Medium Delay
6276,Short Delay
9285,Medium Delay
15819,Short Delay
33578,Short Delay
30662,Medium Delay
29855,Short Delay
18326,Short Delay
14625,Short Delay
32455,Short Delay
20659,Short Delay
12877,Medium Delay
8096,Medium Delay
12710,Medium Delay
15859,Short Delay
29245,Medium Delay
1817,Medium Delay
15569,Medium Delay
30304,Medium Delay
5970,Medium Delay
6715,Medium Delay
2504,Short Delay
33331,Short Delay
14382,Medium Delay
11267,Medium Delay
786,Medium Delay
33151,Medium Delay
10664,Medium Delay
18846,Short Delay
25746,Medium Delay
29282,Short Delay
29295,Short Delay
33428,Long Delay
4983,Short Delay
60,Long Delay
28922,Medium Delay
20133,Long Delay
13419,Medium Delay
32590,Short Delay
6138,Long Delay
251,Medium Delay
28338,Short Delay
20555,Short Delay
3912,Short Delay
20315,Short Delay
4872,Short Delay
31605,Long Delay
34770,Short Delay
27376,Medium Delay
23913,Medium Delay
28833,Short Delay
2404,Medium Delay
32005,Medium Delay
18705,Short Delay
4203,Long Delay
3799,Short Delay
6871,Medium Delay
6422,Short Delay
8543,Short Delay
14818,Medium Delay
17200,Short Delay
10497,Short Delay
3820,Short Delay
30719,Medium Delay
29560,Short Delay
28468,Medium Delay
20454,Medium Delay
19711,Short Delay
31238,Short Delay
12637,Medium Delay
13378,Medium Delay
6368,Short Delay
19502,Short Delay
667,Long Delay
13285,Medium Delay
4199,Medium Delay
33043,Medium Delay
21921,Short Delay
4801,Medium Delay
32377,Long Delay
32761,Short Delay
29243,Long Delay
29166,Long Delay
22313,Medium Delay
12279,Short Delay
14771,Long Delay
5012,Medium Delay
25024,Short Delay
34584,Long Delay
33830,Medium Delay
25251,Medium Delay
874,Long Delay
13333,Long Delay
18942,Short Delay
31738,Long Delay
4441,Medium Delay
4423,Short Delay
27743,Short Delay
25977,Short Delay
29567,Short Delay
3795,Short Delay
33753,Medium Delay
12768,Medium Delay
22441,Short Delay
26955,Medium Delay
2620,Medium Delay
8131,Short Delay
29008,Medium Delay
7083,Long Delay
26712,Medium Delay
23522,Medium Delay
21096,Short Delay
855,Short Delay
30552,Short Delay
16686,Medium Delay
12535,Medium Delay
28127,Medium Delay
2844,Short Delay
5709,Medium Delay
13586,Short Delay
6668,Short Delay
24328,Short Delay
28405,Medium Delay
7185,Short Delay
27234,Short Delay
16155,Short Delay
20509,Medium Delay
6880,Medium Delay
14345,Short Delay
2726,Short Delay
7234,Short Delay
11019,Short Delay
21144,Short Delay
23830,Medium Delay
4642,Short Delay
14257,Medium Delay
355,Short Delay
16807,Long Delay
21289,Short Delay
21688,Medium Delay
26229,Medium Delay
23286,Medium Delay
33233,Medium Delay
18431,Medium Delay
33244,Medium Delay
24775,Medium Delay
1789,Short Delay
8675,Short Delay
1433,Long Delay
21354,Medium Delay
33507,Medium Delay
21046,Short Delay
13849,Short Delay
10478,Medium Delay
4202,Medium Delay
23051,Medium Delay
30404,Short Delay
9647,Medium Delay
4317,Medium Delay
16024,Short Delay
34551,Medium Delay
27598,Short Delay
13022,Short Delay
30379,Short Delay
28566,Medium Delay
14788,Medium Delay
17646,Short Delay
1527,Short Delay
8124,Long Delay
19349,Medium Delay
14610,Short Delay
11623,Short Delay
32791,Medium Delay
27729,Short Delay
14550,Short Delay
6593,Long Delay
19624,Short Delay
3962,Short Delay
19994,Short Delay
23001,Short Delay
13037,Short Delay
33083,Short Delay
20755,Short Delay
9714,Short Delay
15426,Short Delay
27728,Medium Delay
22518,Short Delay
8951,Medium Delay
13644,Medium Delay
26578,Short Delay
30396,Medium Delay
5683,Short Delay
20989,Medium Delay
13799,Short Delay
7148,Medium Delay
12459,Short Delay
13054,Short Delay
13090,Short Delay
28196,Medium Delay
16738,Short Delay
27925,Short Delay
6890,Medium Delay
7325,Medium Delay
17245,Medium Delay
9202,Medium Delay
6879,Short Delay
7549,Medium Delay
23756,Medium Delay
17726,Short Delay
16267,Medium Delay
32888,Short Delay
18907,Medium Delay
21736,Short Delay
18977,Short Delay
21973,Short Delay
21722,Short Delay
25371,Short Delay
27121,Medium Delay
16459,Medium Delay
73,Short Delay
31983,Short Delay
17022,Short Delay
21480,Medium Delay
17915,Medium Delay
17407,Medium Delay
16254,Long Delay
30099,Medium Delay
16259,Long Delay
18248,Short Delay
4992,Medium Delay
7543,Short Delay
4807,Short Delay
12773,Medium Delay
6959,Short Delay
28390,Short Delay
20406,Short Delay
341,Short Delay
8081,Short Delay
25355,Medium Delay
30896,Medium Delay
32190,Medium Delay
26552,Long Delay
2720,Short Delay
26840,Medium Delay
31240,Short Delay
21296,Medium Delay
12069,Medium Delay
33550,Medium Delay
25095,Short Delay
14473,Short Delay
3005,Medium Delay
13831,Long Delay
12131,Medium Delay
7014,Short Delay
28792,Medium Delay
2572,Short Delay
10822,Short Delay
34264,Medium Delay
5329,Medium Delay
5068,Medium Delay
5755,Medium Delay
24954,Short Delay
29355,Short Delay
1147,Short Delay
17718,Short Delay
14859,Short Delay
458,Medium Delay
2548,Short Delay
7539,Medium Delay
8908,Long Delay
11300,Long Delay
19388,Medium Delay
32396,Short Delay
11002,Long Delay
15500,Medium Delay
23433,Long Delay
25349,Medium Delay
17876,Medium Delay
17117,Short Delay
2672,Short Delay
31165,Medium Delay
3576,Medium Delay
11344,Short Delay
7880,Medium Delay
7979,Medium Delay
20307,Short Delay
21687,Short Delay
33851,Medium Delay
10135,Short Delay
10606,Short Delay
10029,Short Delay
11044,Short Delay
24854,Medium Delay
4647,Medium Delay
27272,Medium Delay
6134,Short Delay
12067,Medium Delay
5415,Long Delay
7206,Short Delay
9704,Short Delay
24594,Medium Delay
3407,Medium Delay
9733,Medium Delay
9419,Short Delay
12086,Short Delay
16569,Medium Delay
26738,Medium Delay
13410,Medium Delay
8420,Medium Delay
13809,Medium Delay
27487,Medium Delay
2847,Long Delay
20255,Short Delay
19515,Short Delay
23114,Short Delay
13503,Short Delay
1315,Short Delay
5492,Short Delay
3496,Short Delay
10185,Medium Delay
20438,Short Delay
35067,Short Delay
31912,Medium Delay
20547,Short Delay
6318,Medium Delay
11526,Medium Delay
34136,Long Delay
32699,Short Delay
4971,Short Delay
16702,Medium Delay
15330,Short Delay
30206,Medium Delay
28150,Medium Delay
584,Medium Delay
8020,Short Delay
33726,Short Delay
14394,Short Delay
15266,Medium Delay
1842,Medium Delay
8762,Medium Delay
153,Medium Delay
32797,Short Delay
17296,Short Delay
26174,Medium Delay
3538,Medium Delay
25800,Long Delay
31282,Long Delay
8361,Medium Delay
23379,Short Delay
5981,Medium Delay
23352,Long Delay
11362,Short Delay
8278,Medium Delay
30808,Short Delay
13173,Short Delay
18053,Short Delay
5608,Medium Delay
2362,Medium Delay
5084,Short Delay
13582,Medium Delay
18674,Short Delay
25297,Short Delay
5736,Short Delay
26688,Short Delay
14028,Medium Delay
34035,Long Delay
30075,Short Delay
12256,Short Delay
13473,Medium Delay
23537,Short Delay
14246,Medium Delay
1505,Short Delay
30586,Short Delay
968,Short Delay
10577,Long Delay
10105,Short Delay
3812,Short Delay
19338,Short Delay
30400,Long Delay
33794,Medium Delay
3815,Short Delay
24017,Medium Delay
32483,Medium Delay
29910,Short Delay
24881,Short Delay
1940,Medium Delay
8704,Medium Delay
28754,Short Delay
10285,Medium Delay
23346,Short Delay
19218,Short Delay
30003,Short Delay
631,Short Delay
15662,Short Delay
23676,Medium Delay
3978,Short Delay
26722,Medium Delay
34993,Medium Delay
7480,Medium Delay
11032,Short Delay
15039,Medium Delay
593,Long Delay
22310,Short Delay
30238,Short Delay
19307,Medium Delay
6832,Medium Delay
13552,Long Delay
16133,Short Delay
14790,Short Delay
13241,Medium Delay
7120,Short Delay
30402,Short Delay
18790,Long Delay
15194,Medium Delay
3306,Medium Delay
11233,Short Delay
2997,Medium Delay
3742,Short Delay
29089,Short Delay
12204,Long Delay
32243,Medium Delay
32437,Short Delay
21738,Short Delay
26534,Short Delay
31041,Short Delay
18697,Long Delay
22405,Short Delay
30972,Medium Delay
25291,Short Delay
2110,Medium Delay
28720,Medium Delay
1324,Short Delay
17437,Long Delay
33189,Short Delay
1319,Medium Delay
140,Medium Delay
32458,Long Delay
17831,Long Delay
1413,Long Delay
29652,Short Delay
18298,Medium Delay
6428,Medium Delay
28716,Short Delay
27229,Long Delay
27269,Medium Delay
11597,Long Delay
34029,Medium Delay
8341,Short Delay
26607,Medium Delay
13044,Short Delay
19942,Medium Delay
27971,Short Delay
23459,Medium Delay
5134,Medium Delay
34898,Short Delay
26857,Short Delay
4526,Short Delay
9163,Long Delay
27855,Medium Delay
4813,Medium Delay
28958,Short Delay
25151,Short Delay
32716,Medium Delay
14546,Short Delay
10531,Short Delay
5155,Short Delay
2187,Medium Delay
32553,Short Delay
19197,Medium Delay
34909,Long Delay
29320,Short Delay
992,Long Delay
25008,Short Delay
14948,Long Delay
11842,Long Delay
19447,Short Delay
20876,Long Delay
8424,Short Delay
27126,Short Delay
14386,Short Delay
27568,Short Delay
8187,Medium Delay
6466,Medium Delay
17298,Short Delay
21113,Medium Delay
17185,Short Delay
9005,Short Delay
33121,Medium Delay
32732,Short Delay
4032,Medium Delay
12738,Medium Delay
7446,Medium Delay
11824,Medium Delay
27485,Short Delay
19239,Short Delay
16533,Short Delay
23608,Short Delay
22385,Long Delay
7897,Medium Delay
22577,Medium Delay
3919,Medium Delay
25862,Short Delay
25536,Medium Delay
5784,Medium Delay
23030,Short Delay
27529,Medium Delay
20295,Medium Delay
31580,Medium Delay
4956,Short Delay
10486,Short Delay
4186,Short Delay
25622,Short Delay
11828,Medium Delay
16295,Medium Delay
22110,Short Delay
2391,Medium Delay
10356,Medium Delay
13250,Medium Delay
2127,Long Delay
10258,Medium Delay
16739,Short Delay
636,Medium Delay
12211,Medium Delay
6559,Medium Delay
13035,Medium Delay
10503,Short Delay
10282,Short Delay
24832,Short Delay
16959,Medium Delay
21647,Medium Delay
10520,Short Delay
20538,Medium Delay
4102,Short Delay
21521,Short Delay
22154,Medium Delay
18885,Short Delay
20661,Medium Delay
6274,Short Delay
5341,Short Delay
5809,Short Delay
22017,Short Delay
15176,Short Delay
10921,Medium Delay
30618,Short Delay
4200,Medium Delay
4821,Short Delay
19851,Medium Delay
25801,Short Delay
1530,Medium Delay
11401,Medium Delay
26980,Medium Delay
3726,Short Delay
16669,Medium Delay
25041,Medium Delay
11245,Short Delay
22593,Medium Delay
8442,Short Delay
10245,Medium Delay
18639,Medium Delay
33943,Medium Delay
17491,Short Delay
13986,Medium Delay
33557,Long Delay
16687,Long Delay
31208,Medium Delay
24039,Short Delay
6119,Medium Delay
27077,Short Delay
29384,Medium Delay
26805,Short Delay
7235,Short Delay
17218,Medium Delay
29164,Medium Delay
6430,Short Delay
35236,Short Delay
21781,Medium Delay
19733,Long Delay
24988,Long Delay
9049,Short Delay
1212,Short Delay
28796,Medium Delay
22715,Medium Delay
21443,Short Delay
15310,Short Delay
28043,Short Delay
10669,Short Delay
11041,Medium Delay
32141,Short Delay
8994,Short Delay
11260,Medium Delay
33391,Medium Delay
17494,Long Delay
18259,Medium Delay
6787,Medium Delay
7832,Medium Delay
13740,Medium Delay
14210,Short Delay
7299,Medium Delay
8652,Short Delay
830,Short Delay
24145,Short Delay
9901,Short Delay
26916,Medium Delay
11365,Short Delay
25846,Medium Delay
23221,Medium Delay
34987,Medium Delay
12940,Short Delay
24422,Short Delay
30129,Short Delay
27758,Short Delay
15229,Medium Delay
17815,Short Delay
26844,Short Delay
22617,Medium Delay
17343,Short Delay
3495,Short Delay
2490,Short Delay
18322,Short Delay
2214,Medium Delay
3558,Long Delay
3774,Short Delay
8116,Long Delay
4618,Short Delay
33246,Long Delay
19355,Medium Delay
10353,Short Delay
23742,Medium Delay
16221,Medium Delay
5013,Medium Delay
22853,Short Delay
27393,Short Delay
8367,Medium Delay
4531,Short Delay
34090,Short Delay
16691,Medium Delay
16147,Long Delay
11390,Short Delay
28529,Medium Delay
17581,Medium Delay
35165,Medium Delay
33128,Short Delay
19283,Short Delay
7101,Short Delay
6532,Long Delay
10327,Short Delay
2848,Medium Delay
10068,Short Delay
13102,Medium Delay
18075,Short Delay
7836,Short Delay
7483,Short Delay
5704,Short Delay
2495,Short Delay
30412,Short Delay
11173,Medium Delay
24684,Short Delay
9784,Long Delay
7803,Short Delay
11208,Short Delay
12088,Medium Delay
6833,Medium Delay
15224,Medium Delay
9931,Short Delay
6680,Long Delay
26962,Medium Delay
1331,Long Delay
34357,Short Delay
11953,Short Delay
18137,Short Delay
34821,Medium Delay
25434,Long Delay
30604,Short Delay
12912,Short Delay
8189,Long Delay
1805,Medium Delay
13064,Short Delay
3751,Short Delay
8616,Long Delay
14486,Short Delay
32630,Medium Delay
10043,Short Delay
21755,Short Delay
27688,Short Delay
2958,Medium Delay
13417,Medium Delay
917,Short Delay
33239,Medium Delay
6202,Short Delay
24336,Medium Delay
9309,Medium Delay
172,Short Delay
34324,Long Delay
24980,Medium Delay
15701,Medium Delay
2876,Short Delay
31931,Short Delay
32633,Long Delay
20269,Short Delay
11039,Medium Delay
21170,Medium Delay
29459,Medium Delay
18039,Short Delay
5406,Medium Delay
25146,Short Delay
2578,Medium Delay
25978,Short Delay
21271,Short Delay
19698,Short Delay
13770,Medium Delay
18671,Short Delay
9175,Short Delay
30125,Long Delay
4803,Short Delay
308,Short Delay
23901,Short Delay
30771,Medium Delay
16600,Short Delay
25210,Short Delay
31438,Short Delay
17562,Short Delay
7104,Medium Delay
21287,Medium Delay
9129,Medium Delay
3686,Short Delay
13416,Short Delay
795,Short Delay
16630,Short Delay
17465,Medium Delay
